trigger_name|t90    |t90_error|t90_start|ra        |dec      |error_radius|lii     |bii     |fluence  |fluence_error|flux_64  |flux_64_error|flux_64_time
bn161020759 | 24.320|    1.557|    3.584|04 24 21.6|-75 39 00|      1.2000|288.9029|-35.0153|2.9248E-5|    5.4688E-8|  28.5765|       1.6496|       6.720
bn161020767 | 22.078|    0.602|    0.003|02 10 14.4|-58 13 48|      3.6100|284.4369|-55.9781|4.9986E-6|    4.1166E-8|  11.9995|       1.2747|       9.472
bn161022114 | 26.368|    6.323|  -15.872|08 36 00.5| 54 20 56|      0.0006|163.7351| 36.8039|1.7294E-6|     8.785E-8|   6.3321|       2.6795|      -0.128
bn161026373 |  0.112|    0.210|   -0.032|04 30 48.0| 41 51 00|     11.6800|160.5814| -4.4470|1.4382E-7|     1.599E-8|   5.8574|       1.0767|       0.000
bn161105417 | 41.473|    1.086|    1.280|16 37 00.0|-65 13 00|      5.7167|323.8405|-11.9748|9.5415E-6|    3.5973E-8|  11.3278|       1.2286|      32.577
bn161106499 | 10.752|    0.362|    0.768|13 28 12.0| 64 52 48|      1.5000|116.6378| 51.7967|1.4519E-5|    2.6616E-8|  18.2426|       1.1923|       3.264
bn161106786 | 12.544|    2.862|   -5.376|18 58 07.2|-60 39 00|      6.5900|335.4254|-24.2156|1.2292E-6|    2.1933E-8|   6.3120|       1.2553|       1.024
bn161109263 | 23.552|    1.379|    3.840|10 31 26.4| 61 48 00|      0.3000|146.9643| 48.2768|2.0917E-5|    6.0081E-8|  18.6845|       1.3254|      16.704
bn161110179 |  1.792|    0.923|   -1.536|16 59 38.4|-60 37 12|      8.9800|329.1414|-11.1100|1.5922E-7|    2.5566E-8|   2.9362|       0.7151|       0.128
bn161111197 |118.528|    2.673|   -1.024|13 54 24.0| 32 36 00|      4.5000| 58.5852| 75.3134|2.6455E-6|    4.0641E-8|   5.1946|       1.3252|     111.936
bn161112496 | 71.422|    2.187|    0.003|18 35 16.8| 08 34 48|      5.8000| 38.7794|  7.4708|3.6138E-6|    4.8691E-8|   8.7762|       3.2912|      72.705
bn161115745 |  0.032|    2.240|   -0.048|23 26 21.6| 58 03 36|      8.4400|111.8527| -2.9699|1.6436E-7|    2.2797E-8|   6.2573|       0.8757|      -0.064
bn161117066 |122.178|    0.659|    4.096|21 28 12.0|-29 36 36|      0.0200| 17.2459|-45.5810|3.1218E-5|    1.0679E-7|  14.6503|       2.2973|     115.777
bn161119633 | 77.824|    2.360|  -60.672|03 08 45.6|-47 12 36|      3.2700|258.9751|-56.4999|6.8453E-6|    5.8008E-8|   7.0572|       1.2383|      -1.408
bn161121186 |  0.128|    0.640|   -0.128|08 41 33.6| 39 43 48|     17.7600|182.1183| 37.4322| 2.527E-8|    1.2519E-8|   2.7172|       0.8773|      -0.128
bn161125931 | 69.633|    3.083|  -32.257|03 57 26.4| 28 07 48|      4.5700|165.5016|-18.9822|4.7087E-6|    3.2124E-8|   4.8330|       1.0414|      10.176
bn161128216 |  6.912|    2.919|   -1.536|17 29 43.2|-46 03 00|     10.0300|343.8172| -6.4698|7.2345E-7|    1.7491E-8|   7.8186|       2.2523|       0.256
bn161129300 | 36.096|    0.724|    5.376|21 04 55.0| 32 08 09|      0.0010| 77.0518| -9.9027|6.5385E-6|    4.3002E-8|  11.9189|       1.4451|      -0.064
bn161201342 | 12.800|    1.846|   -3.328|23 14 55.2|-17 06 36|      4.0400| 52.1090|-65.5649|1.7666E-6|    2.7947E-8|   7.7212|       1.4282|       1.344
bn161205561 | 33.536|    3.874|   -1.280|21 15 55.2| 47 39 00|      1.0000| 89.9592| -0.9416|3.1749E-6|    3.8807E-8|   5.8048|       1.3122|      26.240
bn161206064 | 33.537|    1.280|   -5.376|00 03 45.6|-34 01 12|      1.0000|356.1150|-77.6528|3.7214E-5|    3.8705E-8|  15.7446|       1.2607|       8.192
bn161207224 |  8.192|    3.258|   -2.560|19 39 14.4|-09 55 48|     18.0100| 29.3414|-15.0795| 2.939E-7|    3.0406E-8|   3.4367|       1.2306|       0.320
bn161207813 | 36.352|    3.114|   -2.304|03 55 09.6| 15 43 48|      6.4600|174.6131|-28.1780|4.3269E-6|    6.7651E-8|   5.4278|       1.2098|       3.008
bn161210524 |  2.304|    2.862|   -1.792|18 52 28.8| 63 03 00|     10.1100| 93.2232| 23.8680|5.5857E-7|    2.3896E-8|   3.8960|       0.9098|       0.320
bn161212652 |  2.816|    0.320|   -0.384|01 39 45.6| 68 13 48|      8.5000|127.4065|  5.7791|4.5965E-7|    2.4917E-8|   5.0760|       1.7938|       0.128
bn161213295 | 23.296|    1.619|   -2.304|15 54 26.4|-40 04 12|      2.9400|336.8110| 10.4696|1.1944E-6|    3.0832E-8|   2.9544|       1.1807|       2.944
bn161214722 | 22.528|    1.619|   -0.256|00 15 24.0| 07 20 31|      0.0008|107.4413|-54.4423|3.1127E-6|    3.7162E-8|   5.5727|       1.1636|       2.496
bn161217128 |  3.584|    2.360|   -1.536|14 26 31.2| 51 58 48|      7.5600| 93.7250| 59.4172|5.1346E-7|    4.2226E-8|   3.1240|       1.0173|      -0.768
bn161218222 |  0.320|    0.516|   -0.064|07 00 38.4|-19 40 12|      5.7500|231.5409| -6.8832|7.2576E-7|    2.5648E-8|  15.9647|       1.1064|       0.064
bn161218356 | 25.856|    0.362|    1.536|23 54 33.6|-16 57 00|      1.0000| 67.7388|-73.3714|8.5674E-5|    3.3245E-8| 109.2430|       2.5498|       2.112
bn161220605 | 41.729|    2.611|    1.024|09 12 00.0|-29 09 36|      2.0900|255.7998| 13.0124|8.9475E-6|     4.202E-8|  11.0637|       1.3061|       3.648
bn161227498 |  2.560|    1.680|   -0.448|05 18 00.0| 39 09 00|      4.8800|168.3302|  0.8154|1.0216E-6|    2.5799E-8|   7.3427|       1.1327|       0.384
bn161228032 | 39.937|    7.637|    1.024|07 43 16.8| 25 45 36|      3.1400|194.3721| 22.2062|3.7599E-6|    3.0988E-8|   4.8876|       2.0674|      37.121
bn161228388 | 72.704|    4.672|  -18.176|17 22 40.8|-56 03 36|     11.5300|334.7101|-10.9895|3.6017E-6|    5.9076E-8|   4.3595|       1.1148|      17.024
bn161228405 | 50.176|    3.444|   -0.256|23 53 40.8|-24 36 00|      5.6300| 40.7215|-76.7714|3.2743E-6|    6.9125E-8|   5.8585|       1.0721|       0.320
bn161228553 | 47.105|   15.625|   -0.256|08 37 09.6| 43 40 12|      2.2400|177.0983| 36.9703|4.6841E-6|    6.9431E-8|   4.4118|       1.0251|       5.504
bn161229878 | 33.537|    0.362|    2.560|05 24 07.2| 06 18 36|      1.0000|196.8302|-16.1896|3.8227E-5|    3.7188E-8|  17.2223|       1.4259|      33.217
bn161230298 |  0.448|    0.389|   -0.448|19 40 09.6|-51 10 12|     10.9400|347.0081|-28.2264|1.7284E-7|     1.055E-8|   7.5244|       1.0856|      -0.064
bn161230511 | 48.896|    4.382|   -0.256|21 36 26.4|-08 58 48|      3.9900| 44.9469|-40.6018|2.6151E-6|    5.2662E-8|   3.8146|       1.1573|       6.464
bn170101116 | 12.800|    0.362|    0.320|04 42 33.6|-01 34 48|      1.2000|198.4464|-29.1372| 1.305E-5|    4.7569E-8|   9.1369|       1.3237|       6.976
bn170101374 |  2.304|    0.689|   -0.576|10 29 57.6| 28 54 00|      9.0700|201.2698| 58.8392|6.2916E-7|    4.9052E-8|   3.8352|       1.2153|       0.576
bn170106968 | 31.232|   10.524|   -0.768|02 37 38.4|-32 43 12|     27.1600|233.0693|-66.3877|1.0747E-6|    1.2183E-7|   7.5195|       3.3923|      -1.920
bn170109137 |293.637|    2.360|    1.024|07 48 57.6|-10 55 12|      2.8500|229.3243|  7.5074|1.4006E-5|    6.2748E-8|   6.4179|       0.9917|     258.244
bn170110967 | 34.048|   12.554|   -0.256|03 18 28.8| 12 03 00|      7.1700|170.0751|-37.0208|1.2674E-6|    3.4436E-8|   3.6124|       0.8531|      -0.128
bn170111760 |  0.832|    0.781|   -0.704|07 50 26.4| 61 31 12|     14.7400|155.3216| 30.5877|2.6165E-7|    2.4975E-8|   6.5316|       1.1745|       0.000
bn170111815 |  3.072|    1.318|   -1.600|18 03 31.2| 63 42 36|      6.7100| 93.1150| 29.3825|5.9553E-7|    1.2093E-8|   7.5686|       1.0433|       0.128
bn170112970 |  7.360|    1.557|   -0.256|13 51 02.4|-61 46 12|      9.2200|309.9183|  0.2906|5.6152E-7|    1.7537E-8|   4.5701|       0.9077|      -0.064
bn170113420 | 49.152|    4.136|   -4.096|04 06 56.4|-71 55 59|      0.0200|285.6978|-37.9543|2.0371E-6|    7.9106E-8|   6.7633|       2.3153|       4.800
bn170114833 | 29.184|    0.572|    0.320|09 11 40.8|-28 27 36|      1.3900|255.2142| 13.4246|1.3898E-5|    3.7066E-8|  14.3294|       1.3299|       1.152
bn170114917 | 12.032|    1.305|    0.512|00 48 19.2|-12 33 00|      1.0000|119.9115|-75.4035|1.8164E-5|     6.175E-8|  32.2350|       1.9843|       2.240
bn170115662 |120.320|    4.871|   -1.024|05 26 14.4|-18 40 12|      7.1900|221.1821|-26.8874|5.6362E-6|    4.2204E-8|   5.3365|       1.3618|       2.944
bn170115743 | 44.288|    3.083|    0.512|12 36 28.8|-46 51 00|      0.2600|300.2731| 15.9445|5.1941E-5|    6.2911E-8|  21.5692|       1.9844|       1.216
bn170116238 |  9.216|    3.620|   -1.024|04 51 45.6|-87 25 48|      9.3700|300.4000|-28.3874|1.1231E-6|    9.1975E-8|   9.7566|       3.5748|       0.512
bn170119228 | 28.928|    2.429|   -5.632|07 26 26.4| 50 25 12|      4.4100|167.3908| 25.9579|3.4136E-6|    5.5555E-8|   5.5902|       1.3304|      19.520
bn170120471 | 28.928|    7.697|   -2.048|17 31 19.2| 12 34 12|      3.8300| 35.5080| 23.3754|3.3067E-6|    4.5665E-8|   6.1972|       1.1927|       0.576
bn170121067 |  2.304|    0.286|   -0.064|00 12 07.2|-75 37 12|      4.0700|306.1652|-41.2605|1.7268E-6|    3.2064E-8|  10.2909|       0.8683|       1.088
bn170121133 |  1.600|    0.905|   -1.472|16 07 57.6| 13 48 36|      9.0800| 26.9229| 42.4047|3.7107E-7|     2.416E-8|   7.1102|       1.1222|      -0.064
bn170121614 | 46.337|    2.187|  -11.264|04 51 21.6|-12 39 00|      1.7800|211.0550|-32.2969|2.0734E-5|    1.2421E-7|  11.8698|       1.3885|       9.600
bn170124238 | 39.168|    4.891|    0.768|19 26 57.6| 69 36 36|      2.6100|101.0884| 22.3055|6.6659E-6|    7.6425E-8|   5.5990|       1.5988|      12.352
bn170124528 |  0.448|    0.559|   -0.320|00 43 24.0| 11 01 12|      3.8300|119.7413|-51.8019|1.2704E-7|    2.0608E-8|   6.9153|       1.3474|       0.000
bn170124874 | 22.784|    0.572|    1.792|18 48 09.6|-75 30 36|      1.0000|319.0934|-25.9951|8.9724E-6|     2.343E-8|   7.7827|       1.4858|      14.912
bn170125022 |  3.904|    1.120|   -2.432|17 36 33.6| 28 34 48|     12.6500| 52.5988| 27.9668|2.5114E-7|    1.8003E-8|   2.6541|       0.9260|       2.176
bn170125102 |  0.672|    1.227|   -0.672|23 57 38.4|-38 13 48|     26.5900|345.0078|-74.1781|1.0424E-7|    1.4015E-8|   5.3329|       1.2993|      -0.064
bn170126480 | 13.824|    3.083|    0.256|17 34 31.9|-64 45 38|      0.0012|327.7896|-16.7074|8.5363E-6|    6.6325E-8|  14.6771|       1.4572|       1.408
bn170127067 |  0.128|    0.045|    0.000|22 37 19.2|-63 56 24|      0.3700|323.9208|-47.3537|5.5868E-6|    5.3191E-8|  89.5235|       5.0493|       0.000
bn170127634 |  1.728|    1.346|   -0.064|01 19 54.4|-30 21 32|      0.0030|241.9831|-82.9754|3.0558E-7|    1.2706E-8|   8.4366|       1.2444|      -0.064
bn170130302 | 50.177|    4.382|   -0.256|18 04 12.0|-29 06 36|      5.4400|  1.9000| -3.5945|4.0892E-6|    4.0813E-8|   6.0582|       1.2009|      30.464
bn170130510 |101.122|    1.493|   -5.120|20 35 00.0| 01 26 24|      3.1200| 46.7625|-22.1501|7.3402E-6|    6.6579E-8|   8.1535|       1.2660|       3.968
bn170130697 | 29.184|    6.155|  -13.056|19 45 33.6|-80 27 00|     10.7300|313.5556|-28.9608|1.3192E-6|    4.7296E-8|   2.9004|       1.0605|      -3.072
bn170131969 | 23.040|    5.971|   -2.560|22 45 47.3| 64 00 22|      0.0500|109.6874|  4.4141|5.0058E-6|    1.9142E-7|   7.2571|       1.1374|      16.000
bn170203486 |  0.336|    0.506|   -0.064|16 20 21.6|-00 30 36|     14.0600| 12.9643| 32.7534|1.2526E-7|    1.5888E-8|   6.8885|       1.3493|      -0.064
bn170205521 |  5.376|    1.286|   -0.128|19 08 02.4| 66 40 12|      4.9900| 97.4905| 23.1533|1.5164E-6|    5.1269E-8|  19.4711|       2.1285|       0.064
bn170206453 |  1.168|    0.102|    0.208|14 11 09.6| 14 28 48|      0.8500|  2.6766| 67.5363|1.0153E-5|    1.1765E-7|  56.9466|       2.0658|       0.640
bn170207906 | 38.913|    0.572|    1.280|21 02 49.0| 55 41 24|      6.0850| 94.4960|  6.0019|  5.42E-5|    9.0799E-8|  36.6788|       1.9519|      20.672
bn170208553 | 53.761|    1.864|    2.304|18 57 40.8|-00 06 36|      2.5200| 33.5457| -1.4390|1.7487E-5|    5.6303E-8|  18.1580|       1.5159|      47.297
bn170208758 |  7.168|    1.056|    0.000|11 06 15.4|-46 46 03|      0.0006|284.8331| 12.3748|2.6299E-6|    6.7684E-8|  12.1387|       1.7616|       0.192
bn170208940 | 22.016|    1.639|   -7.936|08 28 34.6|-09 01 47|      0.0010|232.7765| 16.8533|1.0339E-5|     2.544E-8|  14.6544|       1.3152|       3.392
bn170209048 | 39.677|    2.064|    0.003|07 23 07.0|-52 14 47|      0.0001|263.6784|-16.5855|1.0732E-5|    7.7227E-8|  16.3001|       1.8782|       2.368
bn170210116 | 76.545|    1.379|   17.920|15 04 13.2|-65 06 04|      3.2800|316.3273| -5.7419|9.6107E-5|    4.7655E-8|  40.7461|       2.4414|      42.241
bn170212034 | 15.872|    1.846|   -3.072|10 20 24.0|-01 28 48|      7.5900|244.9892| 43.7571|1.2031E-6|    2.7749E-8|   4.6380|       1.0074|      -0.064
bn170214649 |122.882|    0.724|   12.544|17 05 19.2|-01 52 48|      0.0800| 18.3422| 22.4792|1.7692E-4|    1.2722E-7|  23.6971|       1.8332|      62.529
bn170219002 |  0.096|    0.437|   -0.032|03 39 22.3| 50 04 19|      1.4100|148.4336| -4.2974|5.4657E-7|    2.5623E-8|  35.2420|       2.3549|       0.000
bn170219110 | 10.240|    2.202|   -2.048|05 14 45.6|-41 13 48|     10.2200|245.9661|-35.0703|8.3544E-7|    2.3888E-8|   5.8804|       1.1650|      -0.128
bn170222209 |  1.664|    0.143|   -0.064|19 31 49.4| 28 12 40|      0.8000| 62.4475|  4.4773|3.1571E-6|    1.4502E-8|  17.7821|       1.8713|       1.152
bn170228773 | 46.081|    3.367|   -0.256|23 43 45.6| 15 43 48|      3.1800| 99.9708|-44.1036|7.9632E-6|    6.1773E-8|   9.7706|       1.6363|      22.208
bn170228794 | 60.673|    2.111|    1.568|15 58 12.0|-03 35 24|      0.3000|  6.0663| 35.5017|2.0497E-5|    3.7152E-8|  12.7540|       1.1166|       2.400
bn170301812 | 12.544|    7.464|   -1.536|18 34 12.0|-45 22 48|     12.3300|349.7402|-16.1162|1.0891E-6|    6.8732E-8|   4.0402|       1.4504|       0.000
bn170302166 |  3.840|    1.900|   -0.768|10 17 00.0| 29 23 24|     12.1800|199.8534| 56.0702|5.6714E-7|    1.6576E-8|   6.8015|       1.1846|       0.192
bn170302719 | 87.808|    5.526|  -66.816|13 13 52.8|-03 42 00|      9.8500|313.7557| 58.6993|4.7917E-6|    3.2599E-8|   6.5576|       1.1401|       0.192
bn170302876 | 89.856|    3.874|    0.768|00 47 48.0| 06 24 36|      5.2400|121.2964|-56.4502|4.0376E-6|    3.3854E-8|   3.9349|       1.0382|      13.952
bn170304003 |  0.160|    0.315|   -0.016|22 02 00.0|-73 45 36|      6.7200|316.8524|-38.4408|3.1497E-7|    1.4268E-8|  24.1403|       1.4990|       0.000
bn170305256 |  0.448|    0.072|   -0.032|02 34 38.4| 12 05 24|      3.6600|158.8363|-43.4714|1.0916E-6|    8.2337E-9|  31.0085|       1.6179|       0.000
bn170306130 | 32.257|    4.128|   -5.888|10 31 31.2| 27 45 00|      2.2600|203.5586| 59.0551|4.0298E-6|    2.1628E-8|   4.7156|       0.8292|       5.568
bn170306588 | 18.944|    0.923|    4.608|10 18 28.8| 51 35 24|      0.6000|161.9319| 52.3348| 2.692E-5|    7.1729E-8|  15.1841|       1.2380|       9.088
bn170307851 | 28.416|    1.717|   -2.304|00 54 08.4| 09 32 13|      0.0500|124.0474|-53.3289|1.4392E-6|    2.5529E-8|   4.0105|       1.2032|       8.448
bn170308221 | 11.520|    0.724|    3.072|14 25 24.0|-46 19 48|      1.1900|319.3759| 13.5200|1.8993E-5|    2.7292E-8|  24.8701|       1.6675|      12.544
bn170310417 | 13.568|    6.676|  -10.240|14 33 14.4| 53 58 48|     13.6800| 95.0526| 57.2870| 6.746E-7|    2.2593E-8|   6.2301|       0.9713|      -0.256
bn170310883 | 18.176|    2.290|   -1.536|10 26 43.2| 41 33 36|      9.7600|177.4363| 57.1435|1.5359E-6|    5.4348E-8|   6.0160|       1.6237|       0.320
bn170313125 | 41.984|   19.338|   -2.304|23 58 28.8| 29 16 12|      6.3300|109.2768|-32.1936|2.2254E-6|     3.434E-8|   3.9414|       1.0818|       1.664
bn170315582 | 16.128|    2.360|   -1.280|15 21 33.6| 60 20 24|      9.1800| 96.0410| 48.2020| 1.503E-6|    3.1499E-8|   5.5900|       0.9744|       0.064
bn170316710 | 39.425|    1.145|   -4.608|11 53 04.8| 21 15 36|      2.3600|233.5966| 75.4698|6.6905E-6|    3.3987E-8|   6.6490|       0.9667|      11.392
bn170317666 |212.995|    3.916|    1.840|20 32 31.2|-53 45 00|      4.8500|344.5153|-36.3262|8.8082E-6|    9.6945E-8|   7.3118|       3.6863|     208.883
bn170318644 |  4.096|    2.319|   -2.112|18 57 13.4| 06 17 55|      0.0020| 39.1968|  1.5870|5.0807E-7|     5.164E-8|   3.7851|       1.0556|      -0.384
bn170323058 | 33.536|    9.849|  -26.880|09 40 45.6|-39 00 00|      9.6300|267.2043| 10.3000|1.5667E-6|    3.9243E-8|   4.7917|       1.2481|      -0.320
bn170323775 | 35.328|    5.400|   -8.960|23 15 19.2|-66 48 36|      3.0200|316.7065|-47.6659|3.7589E-6|     2.527E-8|   5.5859|       1.1178|      11.904
bn170325331 |  0.576|    0.326|   -0.064|08 29 55.9| 20 31 34|      0.0300|203.9784| 30.4747|2.5747E-7|    1.2379E-8|   8.0745|       1.2088|      -0.064
bn170326489 |  9.728|    2.721|   -4.352|20 19 50.4| 00 35 24|     11.3200| 43.9690|-19.2766|9.7651E-7|    4.3962E-8|   4.3894|       1.4166|       2.880
bn170329387 | 33.536|    6.149|    0.256|23 46 24.0| 09 48 00|      0.6000| 97.6003|-49.8458| 1.107E-5|    3.8445E-8|   6.6796|       0.9284|       2.944
bn170402285 |  7.229|    0.602|    0.003|22 01 26.4|-10 37 48|      1.6400| 46.9885|-46.8048|6.2484E-6|    3.2048E-8|  17.4383|       1.4534|       2.944
bn170402961 | 22.528|    1.144|    0.256|20 31 40.8|-45 55 48|      5.5500|354.2133|-36.1443|2.1689E-6|    2.6988E-8|   9.5179|       1.2726|      20.928
bn170403583 |  0.480|    0.378|   -0.096|17 17 21.4| 18 22 23|      0.7000| 39.9958| 28.7374| 3.813E-7|     1.985E-8|  16.1144|       1.4708|       0.000
bn170403707 | 14.016|    1.145|   -0.640|16 24 09.6| 41 48 36|      2.2800| 66.0768| 44.5504|5.8878E-6|    4.2493E-8|  13.3544|       1.9974|       1.408
bn170405777 | 78.593|    0.572|    7.424|14 39 14.4|-25 14 38|      0.0500|331.6824| 31.5408|7.3963E-5|    6.6154E-8|  18.4572|       1.2817|      29.952
bn170409112 | 64.001|    0.724|   29.440|23 10 19.2|-07 04 12|      0.2250| 68.1943|-58.7336|2.9474E-4|    7.5099E-8|  96.2870|       2.5703|      38.720
bn170412917 | 81.601|    0.923|  -26.240|13 27 00.0| 25 16 48|      2.8100| 21.8787| 81.8140|1.2044E-5|    3.3778E-8|  12.1194|       1.1408|      32.192
bn170412988 | 31.232|    1.280|    0.256|10 57 31.2| 22 01 48|      2.8800|217.8085| 63.6640|  4.82E-6|    3.7636E-8|   7.5737|       1.1153|      -0.064
bn170414551 | 45.824|    5.526|   -0.768|02 54 00.0| 75 53 24|      2.2700|130.3155| 14.8064|1.5505E-6|    3.3106E-8|   4.7725|       0.8662|      -0.064
bn170416583 | 61.952|    0.572|   -5.120|18 56 52.8|-57 01 12|      3.6500|339.2373|-23.2042|1.1272E-5|    2.5357E-8|  15.9833|       1.7366|      -4.864
bn170419898 | 24.064|    0.572|    0.000|04 01 59.5|-15 08 35|      0.0500|207.7977|-44.2646| 2.248E-6|    1.8932E-8|   4.7060|       1.0003|       1.920
bn170419983 | 12.541|    4.359|    0.003|17 39 28.8|-11 13 48|      5.6600| 14.4701| 10.4164|1.4362E-6|    3.2697E-8|   5.4885|       1.3558|       4.992
bn170422343 | 25.344|    0.572|    8.672|12 34 31.2| 16 49 12|      1.2100|281.2712| 78.9736|2.1568E-5|    2.5015E-8|  23.3088|       1.6279|      34.145
bn170423719 | 46.593|    1.145|    3.072|22 57 21.6|-04 15 36|      1.1700| 67.9351|-54.4594|2.4096E-5|     6.679E-8|  24.4934|       1.5603|      11.072
bn170423872 |  9.984|    0.724|   -0.256|13 58 24.0| 26 22 12|      2.5200| 33.8378| 75.0428|6.3122E-6|    4.7537E-8|   8.2569|       1.1963|       2.880
bn170424425 | 53.249|    3.167|    2.816|22 54 07.2|-45 12 00|      0.4300|347.4185|-60.4916|2.0288E-5|    7.7006E-8|   8.0170|       0.9700|      34.432
bn170428136 | 27.648|    3.974|   -5.632|00 19 02.4| 56 13 48|      7.4600|118.4123| -6.3572|2.7361E-6|    3.1502E-8|   6.1244|       1.8915|       2.368
bn170429799 |220.163|    1.379| -131.842|17 18 50.4|-32 46 12|      1.8200|353.6479|  2.7162|3.7615E-5|     1.074E-7|  11.8289|       1.4362|       6.912
bn170430204 |  0.384|    0.773|   -0.192|02 19 31.2|-15 10 12|     62.3800|187.1117|-66.2962|1.2047E-7|    1.7563E-8|   6.6459|       1.0860|      -0.064
bn170501467 | 47.360|    3.415|   -0.768|06 28 02.4| 13 42 36|      2.7400|198.0912|  1.1433|5.3927E-6|     4.143E-8|   4.5801|       0.9494|       3.136
bn170504734 |  0.704|    1.139|   -0.832|19 31 02.4| 27 38 24|      9.7100| 61.8613|  4.3574|1.2183E-7|    2.6731E-8|   4.2877|       1.2270|      -0.256
bn170506169 |  0.832|    1.950|   -0.448|07 29 02.4| 51 52 12|      9.6900|165.8948| 26.6435|2.1086E-7|    3.3186E-8|   7.7342|       1.6302|       0.256
bn170510217 |127.746|    0.923|    2.816|10 39 38.6|-39 19 41|      0.3400|276.8647| 16.7814|4.3867E-5|    7.6434E-8|  22.1853|       1.8051|      22.336
bn170511249 | 40.705|    0.572|    0.512|20 02 31.9| 33 18 54|      0.3000| 70.1825|  1.3419|2.8314E-5|    4.6237E-8|  34.5112|       2.1650|      34.560
bn170511477 |  2.304|    1.280|   -0.768|06 19 36.0| 56 33 36|      6.7900|157.9998| 18.2153| 4.105E-7|    7.7838E-8|   7.0188|       3.1479|      -0.704
bn170511648 |  1.280|    1.557|   -1.280|10 40 09.6| 77 10 12|     16.5200|131.6740| 37.6390|1.9089E-7|    1.2842E-8|   2.4110|       0.8130|      -1.472
bn170514152 | 12.032|    2.828|   -0.256|09 30 57.6| 71 55 48|     12.0100|140.4214| 37.6255|1.3374E-6|    3.1742E-8|   6.6476|       1.2068|       9.536
bn170514180 |103.938|    0.923|    1.280|08 08 24.0|-25 18 00|      2.2100|244.0948|  4.0302|2.2537E-5|    3.5605E-8|  16.1903|       1.3830|      79.553
bn170516808 | 11.008|    6.802|   -5.120|00 49 02.4|-06 24 36|     14.4900|121.2484|-69.2739|3.5736E-7|       3.6E-8|   2.5908|       1.0178|      -5.312
bn170520202 |  6.144|    5.081|   -4.096|16 18 09.6|-05 17 24|     16.5100|  7.9747| 30.4936|4.0795E-7|    1.2631E-8|   5.0094|       0.9594|      -0.640
bn170521882 |  7.680|    1.999|   -4.864|05 25 55.2| 63 29 24|      9.7000|148.4523| 15.2615|9.4081E-7|    4.9725E-8|   6.7066|       2.0052|       0.768
bn170522657 |  7.424|    0.572|    0.576|09 17 21.6| 25 40 12|      0.1900|201.9079| 42.4110|2.2923E-5|    2.3367E-8|  32.8754|       1.5767|       2.560
bn170527480 | 49.153|    1.557|    1.088|13 00 45.6| 00 56 24|      1.0000|308.2001| 63.7164|8.4296E-5|     3.398E-8|  31.6969|       1.6335|       0.960
bn170530581 | 19.456|    1.145|   -6.912|07 48 57.6| 14 34 48|      5.3900|205.9723| 19.1902|3.4046E-6|    3.3977E-8|   6.6478|       1.1645|       2.048
bn170604603 |  0.320|    0.143|   -0.064|22 41 45.6| 40 40 12|      4.1000| 97.9303|-15.8227| 1.672E-6|    1.1848E-8|  12.7764|       0.9614|       0.064
bn170606968 | 11.264|    0.724|   -1.536|08 12 38.4| 43 55 48|      3.1200|176.2290| 32.5971| 4.742E-6|     1.471E-8|  16.4994|       1.3130|       1.792
bn170607946 | 18.176|    0.362|    2.816|16 26 38.6|-39 09 32|      0.6400|342.0006|  6.8700|4.9527E-5|    1.1728E-7|  17.8796|       1.7529|      20.864
bn170607971 | 20.928|    2.096|   -0.128|00 29 22.3| 09 14 17|      0.0500|113.8088|-53.2424|9.4084E-6|    5.8779E-8|  19.7013|       2.5531|       2.304
bn170610689 | 19.200|    0.362|    0.256|04 35 38.4| 46 28 48|      2.5700|157.7700| -0.6650|1.0314E-5|    1.9372E-8|   9.7262|       1.0740|       3.392
bn170611937 | 27.904|    1.999|   -3.840|11 34 19.2|-07 22 12|      5.6100|271.7478| 50.7728|2.2116E-6|    2.7714E-8|   5.2346|       1.4247|      16.512
bn170614255 |122.626|    2.429|    1.280|04 42 12.0| 37 55 48|      3.4800|164.9731| -5.4464|9.2159E-6|    4.5706E-8|   6.8107|       1.0058|      10.880
bn170614486 | 26.880|    1.280|    2.560|14 42 50.4| 47 30 00|      1.8600| 83.4996| 60.2050|2.1954E-5|    7.2661E-8|  19.1028|       2.9654|      18.624
bn170614505 |  5.376|    1.639|   -2.048|20 43 57.6|-37 54 36|     15.1600|  4.4681|-37.6786|4.2351E-7|    4.7147E-8|   3.3764|       1.1054|       0.832
bn170616047 |  9.216|    1.619|   -1.536|08 48 50.4|-03 53 24|      6.9600|230.9798| 23.8466|8.4181E-7|    2.9852E-8|   3.9803|       1.1831|       8.448
bn170616165 | 56.320|    6.085|    0.000|03 18 02.4| 19 40 12|     12.1200|164.0447|-31.2571|1.8771E-6|    3.4852E-8|   3.3117|       1.0600|       0.448
bn170618475 | 52.481|    1.639|   -4.096|00 59 19.2| 26 44 24|      1.9700|125.1100|-36.0984|1.1885E-5|     2.756E-8|   7.1081|       1.0143|      17.024
bn170621784 | 32.000|    5.894|   -5.888|05 04 14.4|-26 26 24|     10.3500|227.8007|-34.2169|1.6691E-6|    6.4928E-8|   5.0355|       1.3977|      12.480
bn170625692 | 22.784|    8.798|   -2.560|07 06 48.0|-69 21 00|      7.9600|280.2903|-23.9328|1.9512E-6|    7.4965E-8|   2.6755|       0.8576|       5.376
