trigger_name|t90    |t90_error|t90_start|ra        |dec      |error_radius|lii     |bii     |fluence  |fluence_error|flux_64  |flux_64_error|flux_64_time
bn080714086 |  5.376|    2.360|   -0.768|02 47 36.0| 08 30 00|      7.5000|165.3290|-44.5998|6.7648E-7|     4.067E-8|   3.8219|       1.0611|      -3.072
bn080714425 | 40.192|    1.145|   -4.352|12 30 00.0|-74 00 00|      8.7000|301.4280|-11.1909|1.8139E-6|    2.0869E-8|   4.0019|       1.4479|      -1.920
bn080714745 | 59.649|   11.276|   -0.512|12 32 24.0|-60 12 00|      0.0000|300.5662|  2.5843| 6.333E-6|    1.4144E-7|   8.8870|       1.6061|       2.624
bn080715950 |  7.872|    0.272|    0.128|14 18 48.0| 09 54 00|      2.0000|357.1710| 63.1514|5.0402E-6|    7.9535E-8|  19.4248|       0.9456|       7.488
bn080717543 | 36.608|    2.985|   -5.376|09 49 12.0|-70 00 00|      4.7000|288.4507|-12.4365|4.4599E-6|    7.6842E-8|   6.2448|       1.0783|       9.152
bn080719529 | 16.128|   17.887|   -4.352|10 12 48.0|-61 18 00|     13.8000|285.0375| -4.0677|7.7533E-7|    2.9274E-8|   2.7677|       0.8253|      11.328
bn080723557 | 58.369|    1.985|    2.368|11 47 12.0|-60 12 00|      0.0000|295.0264|  1.6821| 7.223E-5|    2.5419E-7|  40.9659|       2.2423|      55.681
bn080723913 |  0.192|    0.345|   -0.064|07 33 12.0|-19 42 00|      9.9000|235.1298| -0.1072|1.3352E-7|     1.365E-8|   5.2574|       0.7021|       0.128
bn080723985 | 42.816|    0.659|    3.072|07 01 12.0| 71 06 00|      1.0000|144.1004| 26.3386|3.0792E-5|    2.0698E-7|  13.4527|       1.2446|      14.144
bn080724401 |379.397|    2.202|   10.816|23 53 12.0| 32 54 00|      1.6000|109.0490|-28.3969| 1.569E-5|    5.0397E-8|  22.7262|       1.3117|      21.696
bn080725435 | 25.920|    1.208|   -2.816|08 06 48.0|-14 00 00|      0.0000|234.2402|  9.7040|7.9853E-6|    4.4172E-8|   5.3812|       0.7678|       6.464
bn080725541 |  0.960|    1.292|   -0.128|23 39 12.0| 08 54 00|      3.5000| 94.5130|-49.9435|4.9216E-7|    4.3882E-8|   6.2687|       0.7758|       0.256
bn080727964 | 89.089|    6.476|  -13.312|02 10 24.0| 64 06 00|      0.0000|131.4244|  2.5380|1.3298E-5|    7.9086E-8|   6.4377|       0.9176|       5.312
bn080730520 | 17.408|    6.229|   -0.576|16 21 36.0| 04 36 00|      2.1000| 18.4024| 35.1779|4.8707E-6|    9.8931E-8|   7.8278|       1.0340|       4.096
bn080730786 | 13.312|    4.222|   -0.576|16 26 24.0| 28 42 00|      2.1000| 48.0317| 42.8971| 6.346E-6|    8.3102E-8|  16.8932|       0.9395|       1.600
bn080802386 |  0.576|    0.091|   -0.064|10 17 12.0| 40 42 00|      4.1000|179.6641| 55.5844|3.9772E-7|     6.852E-9|  10.4115|       1.1162|       0.000
bn080803772 | 26.240|    1.691|   -0.256|20 00 24.0| 82 48 00|      5.9000|115.3552| 24.7922|4.3867E-6|    7.4321E-8|   3.3698|       0.6657|      12.864
bn080804456 |521.862|    4.291|   -9.216|07 10 00.0| 20 18 00|      7.3000|196.5862| 13.0457|7.0091E-6|    2.9573E-8|   4.5341|       1.0738|     439.237
bn080804972 | 24.704|    1.460|    0.256|21 54 48.0|-53 12 00|      0.0000|341.8589|-48.3817|9.1294E-6|    1.0589E-7|   5.8104|       0.7637|       8.384
bn080805496 | 29.440|    3.566|   -1.792|21 30 48.0| 47 54 00|      5.6000| 91.9163| -2.5178| 1.752E-6|    4.7789E-8|   4.7729|       1.0689|      -0.896
bn080805584 | 65.665|   14.676|   -4.864|11 38 00.0|-23 06 00|      5.7000|281.7396| 36.7312|4.3788E-6|    6.4487E-8|   4.5493|       1.3232|      19.584
bn080806584 |  2.304|    0.453|   -2.112|06 18 24.0| 57 48 00|     13.6000|156.7231| 18.5251|4.3135E-7|    2.4964E-8|   4.3260|       0.8270|      -2.176
bn080806896 | 75.777|    4.185|  -35.328|16 07 12.0| 46 42 00|      2.9000| 73.4724| 47.1191|1.3277E-5|     1.942E-7|  11.2024|       0.9419|      28.288
bn080807993 | 19.072|    0.181|    0.000|06 46 48.0|-16 00 00|      2.6000|226.7535| -8.2214|7.2988E-6|    9.0092E-8|  19.4154|       0.8177|       0.064
bn080808451 |  4.352|    0.832|   -1.536|07 09 36.0|-33 48 00|     13.6000|245.3018|-11.2514|7.1043E-7|    3.9634E-8|   2.6978|       0.6928|       2.688
bn080808565 | 17.728|    1.489|    1.728|02 14 24.0| 05 24 00|      2.6000|157.6779|-51.7860|3.9656E-6|    4.2181E-8|   7.7855|       0.8655|       5.632
bn080808772 |210.178|    5.976| -168.002|06 26 48.0|-14 24 00|     12.3000|223.1707|-11.8817|6.3069E-6|    5.2876E-8|   3.8880|       0.9712|     -64.577
bn080809808 | 28.160|    2.896|   -9.728|06 06 48.0| 61 24 00|      7.1000|152.6238| 18.5355|4.1354E-6|     5.498E-8|   9.1928|       1.4150|       9.472
bn080810549 | 75.201|    3.638|   -3.200|23 47 12.0| 00 19 12|      0.0000| 90.9581|-58.5062|9.4398E-6|    4.8957E-8|   6.4107|       1.1851|      50.369
bn080812889 | 15.040|    0.462|   -1.792|11 46 48.0|-33 12 00|      4.1000|287.6751| 27.7495|2.4547E-6|    4.1782E-8|   5.1963|       0.9533|       4.160
bn080815917 |  0.832|    0.320|   -0.320|16 03 36.0|-47 48 00|      6.3000|332.9626|  3.5496|4.6871E-7|    2.7347E-8|   6.2631|       0.9671|      -0.128
bn080816503 | 64.769|    1.810|    1.280|10 24 48.0| 42 36 00|      2.0000|175.7682| 56.5304|1.3302E-5|    8.2522E-8|   9.8989|       0.7550|      56.385
bn080816989 |  4.608|    0.453|   -0.064|19 18 00.0|-06 48 00|      5.3000| 29.8549| -8.9855|3.3023E-6|    9.2447E-8|   9.2653|       0.6171|       0.000
bn080817161 | 60.289|    0.466|    2.048|09 55 36.0|-16 18 00|      1.0000|253.2223| 29.1378| 5.325E-5|    7.3063E-8|  17.4424|       1.0415|       7.744
bn080817720 |  4.416|    0.363|   -0.080|05 20 48.0|-17 06 00|      5.7000|219.0016|-27.5028|1.8183E-6|     4.143E-8|   7.9338|       0.9219|       1.072
bn080818579 | 59.329|    8.749|   -2.944|04 01 36.0|-06 54 00|      6.5000|197.7553|-40.6346|3.8035E-6|    5.8259E-8|   7.3446|       0.8512|       0.576
bn080818945 | 13.376|    0.410|   -0.512|06 32 24.0| 07 24 00|      7.3000|204.1797| -0.8309|1.7392E-6|    2.4448E-8|   6.2205|       0.8874|       3.072
bn080821332 |  5.888|    0.264|   -1.280|15 54 24.0| 32 36 00|      3.6000| 52.2413| 50.2591|3.5872E-6|    1.7551E-8|  11.4180|       1.1096|       1.408
bn080823363 | 43.456|    1.717|   -1.280|05 59 12.0|-42 24 00|      3.3000|249.0044|-27.1278| 5.546E-6|    3.5725E-8|   6.7152|       0.8970|       5.376
bn080824909 |  7.424|    2.005|   -3.264|08 09 36.0|-02 48 00|      1.0000|224.6832| 15.9648|2.7329E-6|    5.9106E-8|  12.8658|       0.9833|       0.640
bn080825593 | 20.992|    0.231|    1.216|15 36 00.0|-04 42 00|      1.5000|  0.5909| 39.0968|3.4194E-5|    9.6982E-8|  31.2955|       1.1224|       2.944
bn080828189 |  3.008|    3.329|   -0.128|14 45 12.0|-12 18 00|     16.9000|341.6061| 41.8725|4.1132E-7|    1.6779E-8|   5.6182|       0.9786|      -0.256
bn080829790 |  7.680|    0.377|   -0.320|14 47 36.0| 03 12 00|      4.3000|357.2255| 53.3538| 2.525E-6|    2.1827E-8|   7.0503|       1.2892|       8.640
bn080830368 | 40.896|    5.069|   -1.536|10 40 24.0| 30 48 00|      2.5000|197.7257| 61.2062|6.9958E-6|    1.0968E-7|   6.4934|       0.7988|       8.768
bn080831053 |  0.576|    1.168|   -0.288|14 04 48.0|-51 42 00|     11.5000|314.3377|  9.5397|5.6227E-8|    1.7354E-8|   4.6597|       1.1050|      -0.064
bn080831921 | 74.497|    1.243|    1.344|17 16 24.0|-23 12 00|      2.8000|  1.2366|  8.6239|8.4741E-6|    4.0239E-8|   5.5410|       1.1201|       4.160
bn080904886 | 17.344|    1.385|   -2.560|14 16 48.0|-30 18 00|      2.1000|323.9975| 29.0563|5.2448E-6|    7.0695E-8|  19.1596|       1.2256|       6.272
bn080905499 |  0.960|    0.345|   -0.064|19 10 48.0|-18 54 00|      0.0000| 17.9727|-12.6357|8.5046E-7|    4.6217E-8|   6.3191|       0.6754|      -0.064
bn080905570 | 26.624|    2.896|   -7.168|06 27 36.0|-69 48 00|      8.0000|280.1796|-27.3771|4.0911E-6|    5.6276E-8|   8.1389|       1.3335|       8.320
bn080905705 |105.984|    6.802|   -5.120|20 06 48.0|-62 36 00|      0.0000|334.0189|-32.4861|2.9094E-6|    3.6346E-8|   4.0823|       1.1022|      -2.048
bn080906212 |  2.875|    0.767|    0.005|12 11 12.0|-06 24 00|      1.3000|285.2769| 55.0865|5.8696E-6|    1.3896E-7|  24.8394|       1.4509|       0.576
bn080912360 | 16.384|    2.896|   -3.072|01 43 12.0|-07 12 00|      7.1000|156.9345|-66.5915| 2.134E-6|    2.9726E-8|   4.8247|       0.7043|       2.560
bn080913735 | 41.217|    7.281|   -0.256|03 00 24.0|-03 00 00|      5.9000|180.4950|-50.8594|3.5447E-6|    8.6707E-8|   5.9880|       0.8835|      17.984
bn080916009 | 62.977|    0.810|    1.280|07 59 12.0|-56 36 00|      0.0000|270.1009|-13.7641|6.0272E-5|    6.9972E-8|  16.3989|       1.6469|       5.952
bn080916406 | 46.337|    7.173|    0.512|22 25 12.0|-57 00 00|      0.0000|333.6069|-50.5129|7.8107E-6|    8.1758E-8|   7.1018|       1.3541|       3.200
bn080919790 |  0.512|    0.405|   -0.128|14 38 00.0| 44 24 00|     18.1000| 78.9099| 62.5485|4.5867E-8|    5.0626E-9|   4.5580|       1.1432|       0.000
bn080920268 |113.921|    3.125|   -3.328|08 06 24.0| 08 54 00|      5.4000|213.3634| 20.6734|1.8684E-6|     6.344E-8|   3.4937|       0.7773|     111.937
bn080924766 | 39.936|    4.222|  -11.264|04 51 12.0| 32 30 00|      4.4000|170.3494| -7.5262| 4.727E-6|    7.8744E-8|   6.7367|       0.8425|      13.376
bn080925775 | 31.744|    3.167|   -1.024|06 24 24.0| 18 12 00|      1.2000|193.7079|  2.4592|1.8466E-5|    3.9961E-8|  17.2141|       0.9995|       5.824
bn080927480 | 45.313|    3.083|   -0.256|04 05 12.0| 27 24 00|      4.6000|167.3425|-18.3208|2.9617E-6|    9.6393E-8|   4.9941|       1.3282|       6.016
bn080928628 | 14.336|    4.007|   -1.792|06 20 24.0|-55 12 00|      0.0000|263.8257|-26.2960| 1.165E-6|    3.7608E-8|   6.0240|       1.2720|       0.064
bn081003644 | 50.177|    3.692|   -3.072|17 16 24.0| 35 24 00|      6.9000| 59.0517| 33.8091|8.9963E-6|    1.0815E-7|   5.2142|       0.9550|      17.216
bn081006604 |  6.400|    0.923|   -0.256|09 28 00.0|-67 24 00|      8.0000|285.2019|-11.8341|8.3329E-7|     1.871E-8|   4.6904|       1.2026|       0.448
bn081006872 |  3.328|    1.305|   -0.512|11 28 48.0|-61 00 00|      8.7000|293.0831|  0.2817|3.8718E-7|    2.0198E-8|   3.9278|       1.1970|       0.704
bn081008832 |126.722|    2.360|    0.768|18 40 00.0|-57 24 00|      0.0000|338.1594|-21.1140|4.1957E-6|    5.3506E-8|   5.3001|       1.1979|      15.552
bn081009140 | 41.345|    0.264|    1.344|16 42 00.0| 18 24 00|      1.0000| 36.4548| 36.5787|3.8302E-5|    4.5266E-8| 129.8920|       2.4870|       2.752
bn081009690 | 34.560|    2.064|    0.256|04 18 24.0| 14 12 00|      2.1000|180.0535|-24.9866|7.9993E-6|    3.1109E-8|   9.5405|       1.5464|       1.344
bn081012045 |  1.216|    1.748|   -0.576|04 38 48.0| 04 30 00|      5.4000|192.0453|-26.7130|2.2896E-7|    4.3578E-8|   6.2702|       1.2291|       0.576
bn081012549 | 30.720|    5.615|   -5.376|02 00 48.0|-17 36 00|      0.0000|185.7682|-71.3783| 4.506E-6|    1.1248E-7|   4.7577|       0.8046|       5.760
bn081017474 | 28.416|    2.757|  -13.056|07 16 00.0|-15 12 00|      8.0000|229.2233| -1.5864| 1.389E-6|    2.0957E-8|   4.6268|       1.2397|       0.640
bn081021398 | 26.112|    3.974|   -1.008|12 41 12.0|-25 36 00|      4.1000|300.0333| 37.2141|5.7438E-6|    7.9039E-8|   5.8781|       0.9494|       5.904
bn081022364 | 17.152|    3.727|   -2.560|13 41 36.0| 16 36 00|      7.9000|353.3064| 74.3266|1.1634E-6|    2.9019E-8|   4.7145|       1.2116|       0.064
bn081024245 |  0.832|    1.282|   -0.832|01 51 36.0| 61 18 00|      0.0000|130.0913| -0.7327|1.9867E-7|    1.6934E-8|   6.8014|       1.3804|      -0.064
bn081024851 | 56.065|    2.064|   -0.512|09 43 12.0|-10 48 00|      4.5000|246.2064| 30.6713|6.2707E-6|    7.1664E-8|   4.5775|       0.8948|      39.424
bn081024891 |  0.640|    0.264|   -0.064|21 31 36.0| 21 12 00|      0.1600| 72.7622|-21.6485| 3.547E-7|    2.8646E-8|   5.3642|       0.5639|      -0.064
bn081025349 | 22.528|    0.724|   -0.512|16 21 36.0| 60 30 00|      0.0000| 91.4394| 41.5607|6.3231E-6|    1.1809E-7|   5.1034|       0.6922|       1.408
bn081028538 | 13.312|    1.280|   -7.936|01 04 00.0|-27 12 00|      6.9000|215.1195|-87.2050|2.2658E-6|    2.5879E-8|   8.1179|       0.9405|       1.728
bn081101167 |  9.984|    9.051|   -7.936|14 13 12.0|-18 30 00|      8.1000|328.6504| 40.2534|1.3947E-6|     6.227E-8|   4.1587|       1.4381|      -1.152
bn081101491 |  0.128|    0.091|   -0.064|06 23 12.0|-00 06 00|      0.0000|209.7894| -6.3254|1.6822E-7|     3.645E-9|   7.9746|       0.8013|       0.000
bn081101532 |  8.256|    0.889|   -0.256|13 50 00.0|-28 00 00|      1.1000|318.3836| 33.1085|1.5076E-5|    3.4615E-7|  12.9624|       1.2924|       2.048
bn081102365 |  1.728|    0.231|   -0.064|15 01 12.0| 22 00 00|      8.6000| 30.2371| 60.1379|1.0899E-6|    3.2348E-8|   5.0564|       0.5692|       1.408
bn081102739 | 34.816|    2.415|   -0.512|22 04 48.0| 53 00 00|      0.0000| 99.3358| -2.0627|3.7599E-6|    9.1887E-8|   4.4727|       0.8356|      20.288
bn081105614 |  1.280|    1.368|   -0.064|14 23 12.0| 38 42 00|     11.4000| 69.8736| 67.6292| 2.748E-7|    1.8363E-8|   7.9475|       1.0249|      -0.064
bn081107321 |  1.664|    0.234|   -0.192|03 24 00.0| 17 06 00|      3.5000|167.2520|-32.3407|1.2248E-6|    3.1851E-8|  13.5399|       0.8451|       1.216
bn081109293 | 58.369|    5.221|   -6.912|22 03 12.0|-54 42 00|      0.0000|339.0389|-48.9361|6.5456E-6|    5.8667E-8|   4.3663|       1.5921|      51.841
bn081110601 | 11.776|    2.573|    0.256|07 26 48.0| 21 24 00|      1.8000|197.1805| 17.0811|5.4107E-6|    1.0098E-7|  21.1918|       1.1912|       0.640
bn081113230 |  0.576|    1.350|    0.000|11 21 12.0| 56 18 00|     12.4000|145.7154| 56.6552|3.2954E-7|    4.2971E-8|  11.1379|       0.9885|       0.000
bn081115891 |  0.320|    0.653|   -0.192|12 42 24.0| 63 18 00|     15.1000|124.6506| 53.7981|8.5634E-8|    1.3113E-8|   3.7463|       0.7587|      -0.192
bn081118876 | 20.736|    1.379|    0.256|03 38 24.0|-43 18 00|      3.6000|249.7535|-52.7519|4.9389E-6|    4.4288E-8|   9.5766|       0.8788|       8.896
bn081119184 |  0.320|    0.680|   -0.320|23 06 00.0| 30 00 00|     15.2000| 97.2281|-27.5564|1.2952E-7|     1.756E-8|   4.7985|       1.2488|      -0.128
bn081120618 | 25.344|    0.923|   -1.280|13 41 36.0|-09 06 00|      6.0000|323.2104| 51.7858|1.9371E-6|    2.4192E-8|   6.2738|       1.3124|       0.064
bn081121858 | 41.985|    8.510|    1.536|05 57 12.0|-60 36 00|      0.0000|269.5008|-29.9796|1.5272E-5|    2.1998E-7|  12.8072|       1.6623|      19.200
bn081122520 | 23.296|    2.111|   -0.256|22 36 24.0| 40 00 00|      1.0000| 96.6621|-15.8850| 7.544E-6|    7.8542E-8|  21.5078|       1.1110|       0.768
bn081122614 |  0.192|    0.091|   -0.064|10 05 36.0|-02 06 00|     11.2000|242.4166| 40.5282|1.3901E-7|    7.9485E-9|   9.2089|       1.4316|       0.000
bn081124060 | 19.456|    1.086|    0.512|22 40 24.0|-14 36 00|      2.5000| 48.5862|-57.0565|8.5897E-6|    7.9772E-8|  21.6558|       1.1951|      12.544
bn081125496 |  9.280|    0.607|    0.512|02 50 48.0|-18 54 00|      1.0000|202.5886|-61.4101|1.8544E-5|    1.3285E-7|  27.5619|       1.9093|       2.304
bn081126899 | 54.145|    0.923|  -18.048|21 34 00.0| 48 42 00|      0.0000| 92.8513| -2.2931|1.1449E-5|    6.6615E-8|   7.7665|       0.8146|       1.920
bn081129161 | 62.657|    7.318|   -0.128|04 12 48.0|-54 54 00|      3.0000|264.6463|-44.4007|1.6194E-5|    1.4679E-7|  19.5814|       1.3798|       0.832
bn081130212 |  2.240|    1.002|   -0.064|02 16 48.0| 45 24 00|      7.2000|138.2650|-14.9151|2.6396E-7|    2.0468E-8|  11.2822|       1.7526|      -0.064
bn081130629 | 39.169|    3.620|  -32.256|00 52 48.0|-05 30 00|      3.8000|123.8515|-68.3693|2.6994E-6|     4.925E-8|   6.7246|       1.1952|       1.728
bn081204004 |  7.424|    1.846|   -5.632|04 13 12.0|-62 36 00|      4.8000|274.5435|-41.7343|1.0188E-6|    5.3861E-8|   4.9981|       0.6590|       0.004
bn081204517 |  0.192|    0.286|   -0.064|10 03 12.0| 30 30 00|     10.2000|197.4384| 53.2036|3.1105E-7|     1.744E-8|  10.9137|       0.8301|      -0.064
bn081206275 | 24.576|    5.724|  -11.264|08 00 24.0| 32 48 00|      6.4000|188.2750| 27.9521|3.8644E-6|    6.4918E-8|   4.2790|       0.9598|       2.816
bn081206604 |  7.936|    4.382|   -2.048|23 33 12.0|-31 54 00|     12.6000| 12.5632|-72.3513|4.9971E-7|    3.6592E-8|   3.0155|       1.0568|       0.640
bn081206987 | 22.528|    2.919|   -5.888|03 37 12.0|-08 36 00|     11.2000|195.5462|-46.7071|1.1269E-6|    3.4906E-8|   2.9060|       0.9336|      -0.128
bn081207680 | 97.282|    2.347|    5.888|07 29 36.0| 70 30 00|      1.2000|144.9579| 28.6246|4.8624E-5|     9.836E-8|   6.2190|       0.7861|      35.712
bn081209981 |  0.192|    0.143|   -0.064|03 01 12.0| 63 30 00|      4.9000|136.8179|  4.1825|1.4655E-6|    1.4879E-8|  25.4296|       1.2140|       0.000
bn081213173 |  0.256|    0.286|   -0.256|00 51 36.0|-33 54 00|     13.2000|302.6467|-83.2282|1.2255E-7|    1.8746E-8|   4.9175|       0.9370|      -0.064
bn081215784 |  5.568|    0.143|    1.216|08 22 24.0| 54 00 00|      1.0000|164.2615| 34.8281|5.4666E-5|    5.8683E-8| 148.4660|       2.1323|       1.472
bn081215880 |  7.680|    2.064|   -0.256|15 14 24.0|-50 42 00|      5.4000|324.7716|  6.0088|1.7803E-6|    3.5754E-8|   7.0857|       2.3292|       0.256
bn081216531 |  0.768|    0.429|    0.000|08 36 48.0| 07 36 00|      4.4000|218.2596| 26.8547|2.9851E-6|    7.7392E-8|  38.2220|       1.2743|       0.576
bn081217983 | 29.696|   12.892|  -12.032|07 47 12.0| 26 48 00|      2.0000|193.6408| 23.3891|9.6196E-6|    1.4032E-7|   6.8992|       0.7054|       7.808
bn081221681 | 29.696|    0.410|    3.328|01 03 12.0|-24 30 00|      0.0000|168.7858|-86.2701|3.0037E-5|    8.6881E-8|  27.4808|       1.3607|      21.632
bn081222204 | 18.880|    2.318|    0.384|01 30 48.0|-34 06 00|      0.0000|254.8220|-79.0410|1.1887E-5|    9.5653E-8|  14.5046|       1.0016|       4.096
bn081223419 |  0.576|    0.143|   -0.064|07 30 00.0| 33 12 00|      3.8000|185.7615| 21.9868|8.3448E-7|    3.8567E-8|  14.7256|       0.8627|       0.000
bn081224887 | 16.448|    1.159|    0.736|13 26 48.0| 75 06 00|      1.0000|119.8924| 41.8189|3.7571E-5|     1.688E-7|  26.6693|       1.1541|       3.360
bn081225257 | 41.217|    5.667|  -18.688|15 36 24.0|-64 36 00|      6.9000|319.4904| -7.1722|6.7467E-6|    8.9544E-8|   3.7268|       0.6760|       7.680
bn081226044 |  0.832|    1.032|   -0.192|08 02 00.0|-69 00 00|      0.0000|281.7300|-19.2107| 4.303E-7|    2.3188E-8|   6.2296|       1.3706|      -0.128
bn081226156 | 83.713|    2.769|  -60.673|12 52 00.0| 26 48 00|      2.4000|323.8480| 89.6487|4.7486E-6|    4.2461E-8|   6.3010|       1.1436|       7.168
bn081226509 |  0.192|    0.143|   -0.064|01 42 00.0|-47 24 00|      0.0000|280.2235|-67.4371|3.4448E-7|    2.7133E-8|   8.5300|       0.7772|       0.000
bn081229187 |  0.768|    0.724|   -0.256|11 30 24.0| 56 54 00|      8.8000|143.2047| 56.9234|1.0595E-6|    7.6578E-8|   5.0049|       0.5986|      -0.064
bn081229675 |  0.032|    0.045|   -0.016|20 40 00.0| 22 48 00|     20.7000| 66.1228|-11.3947|8.6533E-8|    2.7318E-8|   9.4487|       1.4957|       0.000
bn081230871 |  0.512|    0.272|   -0.128|13 50 24.0|-17 18 00|      7.7000|322.4406| 43.3270|1.8087E-7|    1.6004E-8|   3.8423|       0.6189|      -0.064
bn081231140 | 28.736|    2.611|    0.640|13 54 24.0|-35 48 00|      1.0000|317.0225| 25.3431|1.6119E-5|    1.1725E-7|  17.4440|       1.0546|      26.240
bn090101758 |108.802|    1.619|   -0.256|05 11 12.0|-31 36 00|      1.2000|234.2980|-34.0557|1.2288E-5|    1.1393E-7|  14.1027|       1.2410|      92.418
bn090102122 | 26.624|    0.810|    1.536|08 32 48.0| 33 06 00|      0.0000|189.8576| 34.6186|2.7909E-5|    6.1005E-8|  19.9739|       0.9669|      13.376
bn090107681 | 18.432|    2.896|   -2.048|18 59 12.0| 59 36 00|      0.0000| 89.8195| 22.2125|2.8993E-6|    1.0218E-7|   6.8387|       1.6262|       9.280
bn090108020 |  0.704|    0.143|   -0.064|17 23 12.0| 46 00 00|      3.8000| 71.9264| 34.0695|7.4732E-7|    1.6643E-8|  25.4336|       1.3557|       0.000
bn090108322 |  0.192|    0.143|   -0.064|00 01 36.0|-32 54 00|      8.3000|  1.7607|-77.7772|5.3623E-7|    1.4059E-8|  10.3322|       1.0263|       0.000
bn090109332 |  1.728|    0.820|   -0.256|08 38 24.0| 51 48 00|      9.8000|166.9004| 37.2994|2.0949E-7|    2.3057E-8|   4.3364|       1.1725|      -0.192
bn090112332 | 58.369|    4.783|  -15.104|07 23 36.0|-30 24 00|      1.0000|243.5468| -7.0868| 3.919E-6|    6.8364E-8|   7.4965|       1.5242|       4.416
bn090112729 | 14.080|    5.126|   -0.768|12 49 12.0| 25 24 00|      1.7000|286.6191| 88.2004|9.2301E-6|     1.078E-7|  18.1190|       1.3228|       2.688
bn090113778 | 17.408|    3.238|   -2.048|02 08 24.0| 33 24 00|      0.0000|140.8798|-26.7753|1.5738E-6|      4.83E-8|   6.1162|       0.7141|       0.320
bn090117335 | 27.264|    1.286|   -0.384|15 09 12.0|-41 30 00|      4.8000|328.8562| 14.3343| 1.104E-6|    3.5035E-8|   5.3805|       1.3962|      -0.192
bn090117632 | 86.018|    2.862|  -59.393|08 06 24.0|-38 48 00|      1.9000|255.2445| -3.6051|9.0634E-6|    4.3949E-8|   6.6668|       1.3924|      21.760
bn090117640 | 15.552|    4.580|   -5.248|10 56 00.0|-58 12 00|      0.0000|288.1933|  1.3295|2.5311E-6|    4.6993E-8|  16.8305|       0.9455|       0.448
bn090120627 |  1.856|    0.181|   -0.512|02 32 24.0|-72 12 00|     11.2000|292.6879|-42.8628|7.6823E-7|    2.0788E-8|   4.6599|       0.7662|       1.344
bn090126227 |  5.632|    0.810|   -1.792|12 36 48.0| 34 06 00|      3.6000|146.3293| 82.3516|1.0991E-6|    2.0232E-8|   5.5191|       0.7790|      -0.384
bn090126245 |  0.960|    0.231|   -0.384|14 59 36.0| 41 12 00|     11.1000| 69.4345| 60.2256|3.5766E-7|    1.9341E-8|   3.5936|       0.4846|      -0.256
bn090129880 | 16.640|    3.328|   -0.256|17 56 00.0|-32 48 00|      0.0000|357.8147| -3.8882|5.5712E-6|    6.2011E-8|   9.7769|       1.0076|       1.408
bn090131090 | 35.073|    1.056|    3.072|23 29 12.0| 21 12 00|      1.0000| 98.4754|-37.7352|1.7523E-5|    6.5675E-8|  59.4114|       1.9460|       6.912
bn090202347 | 12.608|    0.345|    0.192|18 17 12.0|-02 00 00|      2.6000| 27.2179|  6.6883|4.9459E-6|    3.0995E-8|   7.2771|       0.8442|       9.216
bn090206620 |  0.320|    0.143|   -0.064|10 24 48.0| 08 48 00|      8.7000|233.8334| 50.8324|7.1522E-7|    1.2181E-8|  12.6969|       1.0740|       0.000
bn090207777 | 24.832|    3.899|   -0.512|16 50 48.0| 34 54 00|      3.8000| 57.3078| 38.8740|2.4073E-6|    4.1724E-8|   3.6731|       1.0550|       2.432
bn090213236 | 20.224|    6.192|   -4.096|22 02 24.0|-55 00 00|      3.1000|338.6990|-48.7055|1.0974E-6|    5.8237E-8|   3.6701|       1.4040|      -3.520
bn090217206 | 33.280|    0.724|    0.832|13 39 36.0|-08 24 00|      0.5200|322.7965| 52.6043|2.7523E-5|    3.1934E-8|  13.0593|       1.0504|       5.696
bn090219074 |  0.448|    0.272|   -0.064|01 46 00.0| 59 12 00|      5.2000|129.8767| -2.9341|2.1203E-7|    5.4204E-8|  11.6570|       3.0940|      -0.064
bn090222179 | 17.408|    3.238|   -2.048|07 54 24.0| 45 00 00|      4.3000|174.4071| 29.5479|3.2261E-6|    5.3845E-8|   4.9323|       0.8507|       7.808
bn090225009 |  2.176|    2.833|   -1.664|23 52 48.0| 61 00 00|      8.7000|115.8832| -1.0667|1.5352E-7|     1.516E-8|   4.6408|       1.5253|      -1.664
bn090227310 | 16.189|    0.831|    0.003|00 13 12.0|-43 00 00|      1.2000|326.5235|-72.3332| 2.856E-6|    2.0791E-8|   6.6692|       1.2104|       2.496
bn090227772 |  0.304|    0.023|   -0.016|00 47 12.0| 32 12 00|      1.8000|121.8897|-30.6632|1.1095E-5|    1.1791E-8| 111.9210|       2.8256|       0.000
bn090228204 |  0.448|    0.143|    0.000|07 07 12.0|-24 18 00|      1.0000|236.4027| -7.5795|6.1936E-6|    2.6491E-8| 134.0090|       2.7438|       0.000
bn090228976 |  7.936|    1.379|    0.000|23 50 24.0| 36 42 00|      3.3000|109.5146|-24.5764|9.6376E-7|    6.5781E-8|   3.9430|       1.2109|       2.688
bn090301315 | 23.296|    2.064|  -17.664|23 31 12.0| 09 30 00|      5.0000| 92.2138|-48.5276|2.2682E-6|    3.7772E-8|   5.0076|       0.8102|       1.664
bn090304216 |  2.816|    0.923|   -0.256|13 03 36.0|-73 24 00|     12.3000|303.8151|-10.5491|8.9864E-7|    1.0197E-7|   3.4044|       0.5238|       2.624
bn090305052 |  1.856|    0.580|   -0.064|09 00 00.0| 74 18 00|      5.4000|139.0840| 34.5478|1.9402E-6|    1.3313E-8|   9.0515|       0.5764|       0.576
